Index,Word,Romaji,Meaning,Page Link,Page Number,Detailed Info
455,いわゆる,iwayuru,A noun modifier that means “known generally by this term”.So-called; what we call; known as,entries/456.html,A. 172,"{'Explanation': 'No explanation available', 'Example Sentences': [('伊藤さんはいわゆる「エリート」の大学を卒業した。', 'Ms. Ito graduated from one of the so-called ""elite”  universities.'), ('いわゆるリストラのために失業した人は非常に多い。', 'Many people lost their jobs because of what is called  restructuring.'), ('1986年から９０年代初めにかけてのいわゆる「バブル経済」の時代には土地や株が高騰した。', 'During the so-called ""bubble economy,” from 1986 through the  early 90\'s, land and stocks prices soared.'), ('21世紀には多くの国でいわゆる安楽死が合法化されていくだろう。', 'In the 21st century what is called euthanasia will be legalized  in many countries.'), ('いわゆる「いじめ」の問題は、自分と異なる人間を認めるメンタリティーが日本に根づかないと容易にはなくならないであろう。', 'The problem we know as bullying will not easily be solved  unless the mentality of accepting someone different from oneself takes root in  Japan.'), ('いわゆるIT、すなわち情報技術の開発に、日本政府は本腰を入れ始めた。', 'The Japanese government has started to put its weight behind  developing ""IT,” or information technology.'), ('内分泌撹乱化学物質、いわゆる環境ホルモンは、人間と野生生物へ悪影響を与えると言われている。', 'Endocrine disrupting chemicals, also known as environmental  hormones, are said to adversely affect humans and wildlife.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedいわゆる.png'}"
456,自体,jitai,A dependent noun that is used to emphasize the referent of the preceding noun.Oneself; in and of itself; the very,entries/457.html,A. 174,"{'Explanation': 'No explanation available', 'Example Sentences': [('インターネット自体は情報の通路であって、内容は持たない。', 'The Internet is a path for information and does not contain any  content itself.'), ('私にとってはこの試合に出られること自体が光栄なことです。', 'For me, being able to participate in this match in and of  itself is an honour.'), ('ケータイ自体には問題はない。問題は使う人のマナーや気配りだ。', 'There is no problem with cell phones in and of themselves. The  problems exist in the manners and considerateness of the users.'), ('いまの仕事自体には満足していますが、職場の人間関係がうまくいかず悩んでいます。', ""I'm satisﬁed with the job itself, but what troubles me is that  I cannot maintain good relationships with the people at my workplace.""), ('音声データ自体に異常があるので、どのプレーヤーで再生してもノイズが入ってしまう。', ""The sound data itself contains some defects, so no matter what  player you use to play it back, you'll get noise.""), ('世の中が大きく変わった今、この組織の存在自体が疑われている。', 'The world has changed greatly, and the very existence of this  organization is now in doubt.'), ('この広告は、販売より広告それ自体が目的だ。', 'The goal of this advertisement is the advertisement (of the  product) itself rather than sales.'), ('裁判所はこれらのファイル交換ソフト自体の違法性は認められないという判決を下した。', 'The court ruled that these ﬁle-exchange software programs in  and of themselves are not illegal.'), ('そういうところから金を借りること自体が間違っている。', 'The very act of borrowing money from that kind of place is  wrong.'), ('問題は個々の差別表現自体ではなく、そういう表現が出てくる背景なのだ。', 'The problem is not the individual discriminatory expressions  themselves, but the context from which they arise.'), ('音楽のデジタル化やインターネット配信が音楽業界の主流になってきたが、私はそのこと自体は悪いことではないと思う。問題は、それによって不正コピーや大量配布がしやすくなったことだ。', ""Music digitization and distribution via the Internet has become  mainstream in the music industry, but I don't think that (literally: that fact  itself) is a bad thing. The problem is that it has become easier to make  illegal copies and mass-distribute them."")], 'Image Notes': 'https://postautistic.github.io/img/Advanced自体.png'}"
457,限りだ,kagirida,"A phrase that indicates the extreme degree of the speaker’s/writer’s emotion — happiness, sorrow, envy, shame or loneliness, among othersextremely",entries/458.html,A. 177,"{'Explanation': 'No explanation available', 'Example Sentences': [('いろいろなところに行っておられるんですね。うらやましい限りです。', ""You are traveling to all sorts of places. I'm extremely envious  of you.""), ('電子メールでご連絡いただければ、嬉しい限りです。', 'I would be extremely happy if you would kindly contact me by  e-mail.'), ('私の講演が皆様の知性を刺激できれば喜ばしい限りです。', 'If my lecture stimulates you intellectually, I will be  extremely happy.'), ('あなたの明るい顔が見られなくなって、寂しい限りです。', ""I cannot see your cheerful face any longer, and I couldn't feel  lonelier.""), ('私がかいた絵をお見せするのはお恥ずかしい限りです。', '[a humble expression] It really makes me feel embarrassed to  show you my painting.'), ('その頃は大阪に単身赴任で行っていたが、家族から離れて夜一人でアパートで食事をするのはわびしい限りだった。', 'During that time I was working in Osaka, but leaving my family  behind and eating dinner alone in my apartment made me feel so miserable.')], 'Image Notes': 'https://postautistic.github.io/img/Advanced限りだ.png'}"
458,甲斐・かい・がい,kai,A dependent noun that means something is worth someone’s effort.Worth; meaning; effect; result,entries/459.html,A. 179,"{'Explanation': 'No explanation available', 'Example Sentences': [('日本語をよく勉強したかいがあって、日本語関係の会社に就職することができた。', 'It was worth studying Japanese hard because (literally: and) I  was able to get a Japan-related job.'), ('社員一同の努力のかいがあって一時低調だった会社も上向きになった。', 'The combined efforts of the company employees paid off, and the  company, which had been in a slump for a while, started improving.'), ('あなたにとって生きがいとは何ですか。', 'What makes life worth living for you?'), ('彼は東南アジア諸国の旅行中、毎日詳しく日記をつけておいた。そのかいがあって、日本に戻って旅行記を書く時にとても書きやすかった。', 'He kept a detailed diary during his trip to South East Asia. It  paid off, as (literally: and) it made it easy for him to write his travelogue  when he returned to Japan.'), ('一生懸命やったかいがあって、マラソン大会ごとに順位が上がってきました。', 'My efforts paid off, and I finished higher in the ranking with  each race.'), ('寒い中待っていたかいがあって、見事な日の出を見ることができた。', 'Waiting in the cold paid off, as I was able to see a wonderful  sunrise.'), ('せっかく富士山に登ったのに頂上からは下が全然見えず、登ったかいがなかった。', ""I climbed Mt. Fuji with great effort, but I couldn't see  anything from the summit, so it wasn't worth the climb.""), ('弟は看病のかい(も)なく五歳の短い生涯を閉じた。', ""In spite of all the medical care (he received), my little  brother's life ended when he was only ﬁve.""), ('辛抱のかいがあって、運が開けた。', 'My perseverance paid off, and my fortunes have changed for the  better.'), ('この大学の学生はよく勉強するから、本当に教えがいがある。', 'The students of this college study so hard that they are really  worth teaching.'), ('私の料理をおいしく食べてくれる人がいるから、作りがいがあるのです。', 'Because there are people who enjoy eating my cooking, it is  worth doing it.'), ('交通事故で脚に大怪我をして、毎日リハビリに通うことになった。そのかいがあって、今では元どおり歩けるようになった。', 'My legs were injured in a trafﬁc accident, and I went to the  hospital for rehabilitation every day. It paid off, and now I can walk as before.')], 'Image Notes': 'https://postautistic.github.io/img/Advanced甲斐.png'}"
459,か否か,kainaka,A conjunctive phrase indicating that the speaker/writer is wondering whether something is the case or not.Whether X or not,entries/460.html,A. 182,"{'Explanation': 'No explanation available', 'Example Sentences': [('このソフトが役に立つか否かは保証の限りではありません。', 'I cannot say (literally: guarantee) whether this software is  useful or not.'), ('選挙の時に、有権者は候補者が倫理観のある政治家（である）か否かを見抜かなければならない。', 'In an election, the voter has to judge (literally: see through)  whether or not a candidate is a politician of integrity.'), ('子供に携帯電話を持たせるべきか否かは議論が分かれる。', 'Opinions differ as to whether we should allow a child to have a  cell phone.'), ('アメリカの大学では教授が外国人であるか否かは問題にならないが、日本ではそれがよく問題になるようだ。', 'In the U.S., whether or not a professor is a foreigner is not a  problem, but in Japan, it appears that it is frequently an issue.'), ('家を探す場合、その地域が安全であるか否かが一番大事なポイントになる。', 'When you search for a house, whether or not the area is safe is  the most important point.'), ('クラシック音楽を聞く時、私は旋律が美しいか否かよりその音楽が生命を感じさせるか否かに注意を払う。', 'When I listen to classical music, I pay attention to whether or  not it causes me to feel life rather than whether or not the melody is  beautiful.'), ('大学の入試要項をよく読んでから受験するか否かを決めるべきだ。', ""You should decide whether or not to take the entrance examination  after reading the university's guidelines carefully.""), ('愛されたら愛しかえすべきか否かという疑問は愚問です。', 'The question of whether or not one should return love when one  is loved is a silly one.'), ('容疑者に遺体を見せると、真犯人か否かが分かることがある。', 'There are cases in which you can tell whether or not a suspect  is the real culprit when you show him or her the dead body.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedか否か.png'}"
460,かな,kana,An interjection that expresses deep felt emotion.How ~ !; what a(n) ~ !; to my/our ~; it is ~ that,entries/461.html,A. 185,"{'Explanation': 'No explanation available', 'Example Sentences': [('悲しいかな、年を取って往年の記憶力がなくなってしまった。', 'How sad (it is) that I no longer have as strong a memory as I  had in my younger days.'), ('悲しいかな、自分の能力を過大評価する人間がいる。', ""It's so sad that there are people who overestimate their  ability.""), ('インターネットを使うといろいろ面白いことが分かるそうですが、惜しいかな、私はコンピュータを買うお金がないんです。', ""They say that you can find out many interesting things if you  use the Internet, but, to my great regret, I don't have the money to buy a  computer.""), ('画面では絵も動きます。チャットもできます。惜しいかな、全部英語ですが。', 'On the screen, pictures move, and you can chat, too.  Regrettably, everything is in English.'), ('秋の訪れを知ると共に、大空は広大なるかなと驚く。', 'With the coming of autumn, I am astonished by how broad the sky  is.'), ('みんな退職後の生活の甘いイメージを抱いている。しかし、残念なるかな、現実には、熟年離婚や体の不調にさいなまれている。', 'Everybody has a rosy image of post-retirement life. But, to our  great regret, the reality is not as it seems; people are vexed by ""vintage year  divorce” and poor physical condition.'), ('途中に教会があったので期待して入ってみると、果たせるかな、クリスマス礼拝で荘厳な雰囲気であった。', 'There was a church on my way, so I entered it, hoping (for a  feeling of Christmas). Just as I expected, there was a solemn atmosphere for  the Christmas service.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedかな.png'}"
461,かのように,kanoyouni,"A conjunctive phrase that forms an adverbial clause which describes the way someone/something appears to the writer, contrary to reality.As if",entries/462.html,A. 187,"{'Explanation': 'No explanation available', 'Example Sentences': [('彼女は(まるで)整形手術したかのようにきれいになった。', 'Her looks improved (literally: She became beautiful), as though  she had undergone cosmetic surgery.'), ('彼女の病気は年内に治るかのように見えた。', 'It looked as though her illness would be cured before the end  of the year.'), ('あたかも日本の製造業全体の競争力は強いかのように思われてきた。', 'The competitiveness of the Japanese manufacturing industry has  been perceived as (though it were) strong.'), ('彼は有能な政治学者であるかのように言われているが、実は無能極まりない。', 'People say he is a capable political scientist, but actually he  is extremely incapable.'), ('あの男は不確かなことをあたかも正確であるかのように断言する。', 'That man speaks deﬁnitively about something uncertain as if it  were a sure thing.'), ('その教師は私がまるでカンニングをしたかのように私を問いただした。', 'The teacher pressed me hard as if I had cheated on the exam.'), ('彼は心理学のことは何も知らないのにあたかもよく知っているかのように心理学のことを話したがる。', ""He doesn't know anything about psychology, but he likes to talk  about it as if he knows it very well.""), ('あたかも僕の心を解かすかのように、白くて透明な雪が降っている。', 'White, transparent snow is falling as though it would melt my  heart.'), ('まるで私の結婚を祝ってくれているかのように空は完璧に晴れていた。', 'The sky was perfectly clear, as if it were celebrating my  wedding.'), ('あの教師は学生が何を考えているかまるで意に介していないかのように見える。', ""The instructor looks as if he didn't care at all about what his  students are thinking.""), ('平凡でつまらないかのようにみえる彼らの人生とて起伏がないわけではない。', 'Their life, which looks as if it were ordinary and boring, is  not without its ups and downs.'), ('空港での持ち物検査の時、うっかりはさみをポケットに入れていたので、犯罪者であるかのように扱われた。', 'When I went through the security check at the airport, I was  treated as if I were a criminal because I inadvertently had put a pair of  scissors in my pocket.'), ('イスラム系組織のテロがあるからと言って、イスラム系の人があたかもすべて危険であるかのように考えるのは単純すぎる。', 'It is simplistic to think that all Muslims are dangerous just  because some terrorist acts are perpetrated by Islamic groups.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedかのように.png'}"
462,から言って,karaitte,A phrase that means either “in terms of” or “judging from”.In terms of; from the viewpoint of; judging from,entries/463.html,A. 190,"{'Explanation': 'No explanation available', 'Example Sentences': [('燃費から言ってこの車は非常に経済的だ。', 'In terms of gas mileage, this car is extremely economical.'), ('学生の評価から言って鈴木先生はいい先生に違いない。', 'Judging from his student evaluations, Professor Suzuki must be  a fine teacher.'), ('性能から言って、このエンジンを凌ぐものは少ない。', 'In terms of performance, few engines can surpass this one.'), ('この小説は内容から言って子供向きではない。', 'The content of this novel is not suitable for children.'), ('仕事の効率から言って週休二日の方がいい。', 'In terms of efﬁciency a ﬁve-day work week (literally: two days  off a week) is better.'), ('DNA鑑定から言って、彼が犯人であることは確実だ。', 'Judging from the DNA evidence, there is no doubt that he is the  culprit.'), ('顔の色つやから言って、父は間違いなく健康だ。', 'Judging from his facial complexion, my father is deﬁnitely  healthy.'), ('日本語能力試験の結果から言って、ジョンの日本語はすばらしいに違いない。', 'Judging from the results of his Japanese Proﬁciency Test,  John’s Japanese must be superb.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedから言って.png'}"
463,からなる,karanaru,A phrase indicating that something consists of more than one member/constituent.Consist of; be composed of,entries/464.html,A. 192,"{'Explanation': 'No explanation available', 'Example Sentences': [('英語の”relax”はラテン語の”re-”(再び)と”laxare”（緩む）とからなっている。', 'The English word “relax” consists of the Latin “re-” (again)  and “laxare” (to loosen).'), ('タンパク質はアミノ酸からなっている。', 'Proteins are composed of amino acids.'), ('夫婦と子供からなる世帯は今後減るのだろうか。', 'I wonder if households that consist of married couple and their  children will decrease in the future.'), ('日本の神社は拝殿と本殿とからなっている。', 'A Japanese Shinto shrine consists of a front shrine and an  inner shrine.'), ('この大学の東洋学科は言語、文学と歴史からなっている。', 'This university’s East Asian Studies Department consists of  language, literature and history (programs).'), ('日本は島国で、本州と北海道と四国と九州と沖縄とからなっている。', 'Japan is an island country consisting of Honshu, Hokkaido,  Shikoku, Kyushu and Okinawa.'), ('地球の内部構造は、何重もの階層構造からなっている。', 'The structure of the inner part of the earth consists of  multi-layered strata.'), ('ブラームスのレクイエムは演奏に約一時間半を要する大作で、全7楽章からなっている。', 'Brahms’s Requiem is a magnum opus that takes about an hour and  a half to perform and consists of a total of seven movements.'), ('フィリピンは多くの島々からなっている。', 'The Philippines is made up of many islands.'), ('このボランティア団体は約１５０名の会員からなる団体です。', 'This volunteer organization is a group made up of about 150  members.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedからなる.png'}"
464,からには,karaniha,"A subordinate conjunction meaning “now that,” “once someone does / has done something” or “so long as”.Once; now that ~; as long as ~; so long as ~; if",entries/465.html,A. 195,"{'Explanation': 'No explanation available', 'Example Sentences': [('いったん引き受けたからには最後まで責任をもってやります。', 'Once I take on (the job), I will fulﬁll my responsibility and  complete it.'), ('裁判と言うからには弁護人が不可欠だ。', 'Since it is a trial, a defence attorney will be indispensable.'), ('生まれてきたからには長生きしたい。', ""So long as I'm here (literally: Since I was born), I'd like to  live a long time.""), ('行くって言ったからにはちゃんと行かなきゃ駄目だよ。', ""Now that you've said you're going there, you have to go, OK?""), ('ネット上で文章を書いたからには、必ずそれを読む人が存在するのです。', 'Once you write a passage on the Internet, there are deﬁnitely  people who will read it.'), ('写真をカラーで撮るからには、色にこだわりたい。', 'As long as I am taking pictures with colour ﬁlm, I want to be  very particular about the colour.'), ('マラソンに出るからには、絶対に勝ちたい。', 'Now that I am taking part in the marathon, I absolutely want to  win.'), ('アメリカに住んでいるからには郷に入っては郷に従えで、批判ばっかりしていたって仕方がない。', ""As long as you are living in the U.S., do as the Americans do;  it won't help if you just complain.""), ('「ブレーンストーミング」と言うからには、発言に制限を設けてはならない。', ""Since you are calling it brainstorming, you shouldn't restrict  statements people make.""), ('世界一周と言うからには、軽度の基準点であるグリニッジ天文台から出発しおうと決め込んだ。', ""Because I was going to travel around the world, I decided to  start my trip from London's Greenwich Observatory, which is the base point of  longitude."")], 'Image Notes': 'https://postautistic.github.io/img/Advancedからには.png'}"
465,からして,karashite,A phrase that singles out something for emphasis or presents something as a basis for judgment.Even; judging from,entries/466.html,A. 199,"{'Explanation': 'No explanation available', 'Example Sentences': [('社長からして会社再建の意欲がないんだから、社員の志気が上がらないのは当たり前だ。', ""Even the president has no desire to reconstruct the company;  so, of course, his employees' morale is low.""), ('あの日本語の話し方からして彼は日本に行ったことがあるに違いない。', 'Judging from the way he speaks Japanese, he must have been to Japan.'), ('あの男は歩き方からして他の人と違う。', 'Even in the way he walks, he is different from other people.'), ('プロの銀行員からして、初歩的な経済の分析に必要な数学に弱い。', 'Even professional bankers are weak in the math necessary for  elementary economic analysis.'), ('週末の彼女とのデートでは、待ち合わせの場所からして間違えてしまった。', 'When I went out on a date with her last weekend, I even got the  meeting place wrong.'), ('沈没した原子力潜水艦を引き揚げるのは、その大きさからして技術的な限界に近い。', 'Judging from its size, pulling up the sunken atomic submarine  will be next to impossible technologically.'), ('「車は走る凶器」「飲んだら乗るな」の掛け声も、事故の実態からして死語同然となっている。', 'Judging from the reality of car accidents, slogans like ""A car  is a running weapon,"" and ""Don\'t drink and drive"" are just empty (literally:  dead) words.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedからして.png'}"
466,仮に,karini,An adverb that indicates the speaker’s/writer’s tentative supposition.Supposing that; suppose; providing that; (even) if,entries/467.html,A. 201,"{'Explanation': 'No explanation available', 'Example Sentences': [('仮に一億円｛もらう/もらった｝と｛したら/すれば｝何に使いますか。', 'Supposing you received 100 million yen, what would you use it  for?'), ('仮に月収が30万円｛ある/あった｝として、どのようなアパートを借りることができるだろうか。', 'Supposing that I had an income of 300,000 yen, I wonder what  kind of an apartment I could rent.'), ('仮にこれが日本の教育の現状だったら、構造改革の余地は大いにある。', 'If this were the current state of Japanese educational affairs,  a lot would have to be restructured.'), ('仮に手術が成功｛する/した｝としても、高齢だから父の体が元に戻ることはないだろう。', 'Even if the operation is successful, my father, who is quite  old, will probably not regain his original health.'), ('仮にあなたがベンチャー企業の経営権を持っていたら、どのようなアプローチを取りますか。', 'Supposing that you managed a business venture, what sort of  approach would you take?'), ('よくある質問ですが、仮にあなたが今小さい島で一人で暮らすとして、一冊だけ本を持って行けるとしたら、どの本を持って行きますか。', 'This is a common question, but supposing that you were going to  live alone on a small island and were allowed to bring only one book, what  would it be (literally: which book would you take there)?'), ('仮に今の調子で老齢化が進むとすれば、21世紀後半には日本の人口の5割以上が６５歳以上になる可能性がある。', 'If Japan ages at the current rate, in the latter half of the  21st century more than half of the Japanese population will be 65 or older.'), ('仮に日本に一年ぐらい行って日本語を勉強すれば、君たちの日本語はすごく上達するよ。', 'If you go to Japan to study Japanese for about a year, your  Japanese will make an impressive progress.'), ('信号を待っている時、仮に前の車が青になったのに進まなかったとしても、クラクションは鳴らさない方がよいでしょう。', ""When you are waiting for the light, even if the car in front of  you doesn't move ahead when it turns green, it's better not to honk.""), ('仮に話を経済学の「理論」に限定するとしても、今日までのあらゆる経済学理論が結局においてはすべてゲーム理論だと言っていいだろう。', 'Even if we limit the discussion to economic theory, I can  safely say that all economic theories are, in the end, game theory.'), ('仮に仲介者を通して売る場合、利益が少なくなるのは当然だ。', 'If you sell it through a go-between, your proﬁt, of course,  will become smaller.')], 'Image Notes': 'https://postautistic.github.io/img/Advanced仮に.png'}"
467,かと思うと,katoomouto,"A phrase indicating that an action or state in the dependent clause occurs very closely with another action or state in the clause, or causes another action or state in the main clause.As soon as (one notices that) ~; soon after; when one thinks/feels that ~",entries/468.html,A. 206,"{'Explanation': 'No explanation available', 'Example Sentences': [('最近は、肌寒くなったかと思うと、翌日には暖かくなったりする。', ""These days, just when you think it's gotten chilly, the next  day it turns warm again.""), ('私の書いた小説が出版されるかと思うと、とても嬉しい。', 'When I think that the novel I wrote will be published, I feel  very happy.'), ('ハワイでは、雨が降ってきたかと思うと、すぐやんでしまう。', 'In Hawaii, as soon as it begins to rain, it stops right away.'), ('花火は、あがったかと思うとすぐ消えてしまうからいいのだ。', 'I like ﬁreworks because they disappear as soon as they go up.'), ('うちの小学生の子供は、テレビを見終わったかと思うと、コンピュータゲームをやり始める。', 'Our elementary school child starts to play computer games soon  after he ﬁnishes watching TV.'), ('妻がおいしい夕食を作ってくれているかと思うと、家に帰る足も速まる。', 'When I think about my wife preparing a delicious dinner for me,  I naturally start walking home faster.'), ('会社のリストラで職を失うのではないかと思うと、気が重いです。', 'When I think about how I might be laid off because of  restructuring at my company, I feel depressed.'), ('子供たちも大学を出て一人立ちしたので、もう学費もかからないかと思うと、ほっとします。', 'When I think about how we no longer need to pay educational  expenses because our children have graduated from college and are now on their  own, I feel so relieved.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedかと思うと.png'}"
468,且つ・かつ,katsu,"A conjunction meaning “and” that connects words, phrases and sentences.And; and also; yet; but; and ~ as well; as well as; moreover",entries/469.html,A. 209,"{'Explanation': 'No explanation available', 'Example Sentences': [('スミス氏は流暢な日本語を話し、且つ日本の歴史や文化にも明るい。', 'Mr. Smith is ﬂuent in Japanese and is also knowledgeable about  Japanese history and culture.'), ('この本は、分かりやすく、且つ味わい深い言葉で書かれている。', 'This book is written in language that is easy to understand but  also profound.'), ('彼女は一流のピアニストで、且つ優れた随筆家だ。', 'She is a ﬁrst-class pianist, as well as a ﬁne essayist.'), ('外国語は、楽しく、且つ効果的に勉強したい。', ""We'd like to study foreign languages in an enjoyable yet  effective way.""), ('英語ができること、且つウェブサイトの作成経験があることがこの仕事の要件だ。', 'Being able to speak English and having experience in  constructing websites are the conditions required for this job.'), ('パソコンさえあれば自宅ででき、且つ高収入の仕事をご紹介します。', 'We will introduce you to jobs that not only pay well, but can  be done at home, as long as you have a computer.'), ('この図は、自動車を個人で利用できず、且つ家族とも共有できない６５歳以上の高齢者の外出頻度を示している。', 'This ﬁgure shows how often senior citizens over 65 who cannot  drive a car and do not share one with their family get out.'), ('和太鼓による若々しく、且つたくましい演奏をご堪能下さい。', 'Please enjoy the youthful, powerful performance on the Japanese  drums.'), ('当店では、スタイリッシュで、且つシンプルなトレーニングウエアを各種取り揃えております。', 'Our store has various kinds of training gear that are stylish  yet simple in design.'), ('ご注文のキャンセルについては、注文から24時間以内で、且つ注文されたご本人によりメールあるいはファックスでご連絡いただいた場合のみ認められます。', 'We accept cancellations only within 24 hours  of an order being placed and only when we receive notiﬁcation via e-mail or fax  by the person who has placed the order.'), ('この仕事では大量の文献を速く且つ正確に読むことが要求される。', 'This job demands that you read a large volume of material both  quickly and accurately.'), ('当社は、個人情報を取り扱うにあたり、個人情報保護法はじめ適用される諸法令、規範遵守を徹底し、適切且つ慎重に管理いたします。', 'At our company, when we handle personal information, we  thoroughly observe the applicable laws and regulations, including the Personal  Information Protection Law, and we manage the information properly and  prudently.'), ('売主は、製品には欠陥またはきずのある材料の使用がないこと、且つ当該製品が売主の発行した仕様に合致するものであることを保証する。', 'The seller guarantees that the product does not use materials  with defects or blemishes and that the product meets the speciﬁcations issued  by the seller.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedかつ.png'}"
469,きらいがある,kiraigaaru,A phrase indicating that someone or something has an undesirable tendency.Have a tendency to; tend to; have a touch of ~; have a dash of ~; smack of ~; be slightly ~,entries/470.html,A. 214,"{'Explanation': 'No explanation available', 'Example Sentences': [('彼は物事を単純に考えるきらいがある。', 'He has a tendency to think (about things) in simplistic terms.'), ('彼は独断のきらいがある。', 'He is slightly dogmatic (literally: has a touch of dogmatism).'), ('我々はとかく自分に都合がいい意見だけに耳を傾けるきらいがある。', 'We tend to listen only to views that are convenient for us.'), ('今の子供たちは、夜遅くまでコンピュータゲームなどをして寝ないきらいがある。', 'Children these days have a tendency to stay up late at night  playing computer games and doing other things.'), ('主婦は毎日の雑事に追われて、自分の体調管理がおろそかになるきらいがある。', 'Housewives have a tendency to neglect taking care of their own  health because they are busy doing everyday chores.'), ('彼女は親切な人ですが、知らずに人を傷つけることを言うきらいがあります。', 'She is a kind person, but she has a tendency to say things  unwittingly that hurt people.'), ('私たちは、あまりに自分のからだを医者任せにしてきたきらいがあるのではないでしょうか。', ""Don't you think that we have tended to entrust (the care of) our  bodies too much to doctors?""), ('これまでの日本の高等教育は、アジアとの共生を重視しなかったきらいがある。', ""Japanese higher education so far has tended to attach little  importance to Japan's coexistence with Asia.""), ('現在の日本の教育は、子供を社会から保護しすぎるきらいがある。', 'Education in Japan today tends to overprotect children from  society.'), ('彼は家庭環境が複雑なせいか、人間不信のきらいがある。', 'Because he was brought up in a complicated family setting, he  tends not to trust people (literally: tends towards mistrust of humans).'), ('彼は頭もよくて、仕事もばりばりやるけど、八方美人のきらいがある。', 'He is sharp and works furiously, but he has a tendency to try  to be everything to everybody.'), ('健康診断で白内障のきらいがあると医者に言われました。', 'When I had a physical check-up, the doctor told me that I have  cataracts developing.'), ('糖尿病のきらいがあるので、甘いものは控えています。', 'I have a borderline case of diabetes (literally:  have a tendency towards diabetes), so I am refraining from eating sweets.')], 'Image Notes': 'https://postautistic.github.io/img/Advancedきらいがある.png'}"
470,（っ）きり,kkiri,"A conjunction indicating that since something occurred, nothing has happened and the resultant situation remains unchanged; a particle indicating a strict limitation in terms of number/quantity.Since; only",entries/471.html,A. 219,"{'Explanation': 'No explanation available', 'Example Sentences': [('山下氏は1964年に日本を出た（っ）きり日本には一度も帰っていない。', ""Mr. Yamashita hasn't returned to Japan even once since he left  in 1964.""), ('ソウルにいるのも今夜きりです。', 'This is my last night (literally: the only night left) in  Seoul.'), ('彼女とは十年以上も前にパリで会ったきりで、その後どうしているのか、全然知らない。', ""I haven't seen her since we met in Paris more than 10 years ago  and I have no idea how she's been doing since then.""), ('小学校六年の時に別れたっきりの同級生に気づかれるなんて、ひょっとして私って小学校の時から顔が変わってないんだろうか。', ""My classmate, whom I hadn't seen since we left 6th grade,  recognized me. I wonder if I look the same as I did in elementary school (literally:  my face has not changed since my grade school days).""), ('フロイトの本はずいぶん前に読んだっきりなので、内容のほとんどは忘れてしまいました。', ""It's been a long time since I read Freud's books, so I've  forgotten almost all of the content.""), ('父は雪の日に倒れて、腰の骨を折ってから、寝たきりになってしまった。', ""My father fell on a snowy day and broke his hip, and since then  he's been lying in bed.""), ('それっきりなの？もっとたくさんちょうだい。', 'Is this all (literally: only this much)? Give me more, please.'), ('もう会うのはこれっきりにしましょう。', ""Let's make this the last (literally: only) time we see each  other.""), ('十年前に別れて二人はそれきりだった。', 'The two parted 10 years ago and have never seen each other  since.'), ('彼からはあれっきり何も連絡がないの？', ""You haven't heard anything from him since then?""), ('夏休みも今日一日きりで終わっちゃうね。', ""Today is the last day (literally: the only day left) of summer  vacation, isn't it?""), ('私は母と二人っきりで暮らしています。', 'I live alone with my mother.')], 'Image Notes': 'https://postautistic.github.io/img/Advanced(っ)きり.png'}"
471,っけ,kke,A colloquial sentence final particle marking a question.,entries/472.html,A. 223,"{'Explanation': 'No explanation available', 'Example Sentences': [('鈴木さんは英語が話せるんだっけ。', 'Can you speak English, Mr. Suzuki? / Can Mr. Suzuki speak English?'), ('鈴木さんは英語が話せた（んだ）っけ。', 'Can you speak English, Mr. Suzuki? / Can Mr. Suzuki speak  English?'), ('今日は木曜日だ(った)っけ。', 'Is today Thursday?'), ('ジェーンさんはピアノが弾けた（んだ）っけ。', 'Can you play the piano, Jane? / Can Jane play the piano?'), ('パーティーは何時に始まるんだっけ。', 'When does the party start?'), ('スミスさんはワシントン大学の学生だったっけ。', 'Are (Were) you a University of Washington student, Ms. Smith? /  Is (Was) Ms. Smith a University of Washington student?'), ('僕が子供の頃はこの辺は林だったっけ。', 'When I was a kid this area used to be a forest.'), ('この映画、面白いんだっけ。', 'Is this movie interesting?'), ('あの人って、正直なんだっけ。', 'Is he an honest person?')], 'Image Notes': 'https://postautistic.github.io/img/Advancedっけ.png'}"
